pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,attributes.TextAlign,attributes.RowSpan
374,"[42.52400207519531, 391.9530029296875, 444.5480041503906, 415.68299865722656]",13.0,//Document/H2[21],,,,,,18.0,,,,,,,,,,,False,en,Fannie Mae’s Limited Power of Attorney to Execute Documents ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
375,"[42.52400207519531, 332.98899841308594, 553.9140014648438, 377.9389953613281]",13.0,//Document/P[66],,,,,,14.125,,,,,,,,,,,False,en,"When Fannie Mae is the owner of record for a mortgage loan, it permits the servicer that has Fannie Mae’s LPOA to execute certain types of legal documents on Fannie Mae’s behalf. The servicer must have an LPOA in place to be authorized to execute the following legal documents on behalf of Fannie Mae: ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,Justify,
376,"[63.17399597167969, 310.78700256347656, 67.27400207519531, 314.8869934082031]",13.0,//Document/L[25]/LI/Lbl/Figure,,"[63.47739999999976, 310.9119999999966, 67.19729999999981, 314.63099999999395]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,"[72.52400207519531, 290.78900146484375, 543.6840057373047, 321.73899841308594]",13.0,//Document/L[25]/LI/LBody,,,,,,,,,,,,,,,,,False,,full satisfaction or release of a mortgage or the request to a trustee for a full reconveyance of a deed of trust; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
378,"[63.17399597167969, 276.78700256347656, 67.27400207519531, 280.8869934082031]",13.0,//Document/L[25]/LI[2]/Lbl/Figure,,"[63.47739999999976, 276.95299999999406, 67.19729999999981, 280.6729999999952]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,"[72.52400207519531, 256.78900146484375, 521.4140014648438, 287.73899841308594]",13.0,//Document/L[25]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,partial release or discharge of a mortgage or the request to a trustee for a partial reconveyance or discharge of a deed of trust; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
380,"[63.17399597167969, 242.78700256347656, 67.27400207519531, 246.88699340820312]",13.0,//Document/L[25]/LI[3]/Lbl/Figure,,"[63.47739999999976, 242.99399999999878, 67.19729999999981, 246.71399999999994]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,"[72.52400207519531, 236.78900146484375, 332.48399353027344, 253.73899841308594]",13.0,//Document/L[25]/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,modification or extension of a mortgage or deed of trust; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
382,"[63.17399597167969, 222.78700256347656, 67.27400207519531, 226.88699340820312]",13.0,//Document/L[25]/LI[4]/Lbl/Figure,,"[63.47739999999976, 222.95499999999447, 67.19729999999981, 226.67499999999563]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,"[72.52400207519531, 216.78900146484375, 327.91400146484375, 233.73899841308594]",13.0,//Document/L[25]/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,subordination of the lien of a mortgage or deed of trust; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
384,"[63.17399597167969, 202.78700256347656, 67.27400207519531, 206.88699340820312]",13.0,//Document/L[25]/LI[5]/Lbl/Figure,,"[63.47739999999976, 202.91599999999744, 67.19729999999981, 206.6359999999986]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,"[72.52400207519531, 182.78900146484375, 551.0540008544922, 213.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/ParagraphSpan,,,,,,,,,,,,,,,,,False,,"completion, termination, cancellation, or rescission of foreclosure relating to a mortgage or deed of trust, including, but not limited to, the following actions: ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
386,"[92.82400512695312, 168.43699645996094, 97.62399291992188, 173.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI/Lbl/Figure,,"[93.47619999999733, 169.0769999999975, 96.95609999999942, 172.67699999999604]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,"[102.52400207519531, 148.78900146484375, 531.85400390625, 179.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI/LBody,,,,,,,,,,,,,,,,,False,,"the appointment of a successor or substitute trustee under a deed of trust, in accordance with state law and the deed of trust; ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
388,"[92.82400512695312, 134.43699645996094, 97.62399291992188, 139.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[2]/Lbl/Figure,,"[93.47619999999733, 135.11899999999878, 96.95609999999942, 138.5989999999947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"[102.52400207519531, 128.78900146484375, 386.4739990234375, 145.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,the issuance or cancellation or rescission of notices of default; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
390,"[92.82400512695312, 114.43699645996094, 97.62399291992188, 119.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[3]/Lbl/Figure,,"[93.47619999999733, 115.07999999999811, 96.95609999999942, 118.67899999999645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"[102.52400207519531, 108.78900146484375, 338.6439971923828, 125.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,the cancellation or rescission of notices of sale; and ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
392,"[92.82400512695312, 94.43699645996094, 97.62399291992188, 99.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[4]/Lbl/Figure,,"[93.47619999999733, 95.04039999999804, 96.95609999999942, 98.64029999999912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"[102.52400207519531, 88.78900146484375, 529.9940032958984, 105.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,"the issuance of such other documents as may be necessary under the terms of the mortgage, ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
394,"[102.52400207519531, 738.1889953613281, 554.7940063476562, 783.1390075683594]",14.0,//Document/P[67],,,,,,18.0,,,,,,,,,,,False,en,"deed of trust, or state law to expeditiously complete said transactions, including, but not limited to, assignments or endorsements of mortgages, deeds of trust, or promissory notes to convey title from Fannie Mae to the Attorney-in-Fact under this LPOA; ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
395,"[63.17399597167969, 724.1869964599609, 67.27400207519531, 728.2870025634766]",14.0,//Document/L[26]/LI/Lbl/Figure,,"[63.47739999999976, 724.2949999999837, 67.19729999999981, 728.0149999999849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,"[72.52400207519531, 718.1889953613281, 502.66400146484375, 735.1390075683594]",14.0,//Document/L[26]/LI/LBody,,,,,,,,,,,,,,,,,False,,"conveyance of properties to FHA, HUD, the VA, RD, or a state or private mortgage insurer; and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
397,"[63.17399597167969, 704.1869964599609, 67.27400207519531, 708.2870025634766]",14.0,//Document/L[26]/LI[2]/Lbl/Figure,,"[63.47739999999976, 704.3759999999893, 67.19729999999981, 708.0949999999721]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"[72.52400207519531, 684.1889953613281, 545.7140045166016, 715.1390075683594]",14.0,//Document/L[26]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,"assignments or endorsements of mortgages, deeds of trust, or promissory notes to FHA, HUD, VA, RD, a state or private mortgage insurer, or MERS. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
399,"[42.52400207519531, 641.9889984130859, 524.0340270996094, 672.9389953613281]",14.0,//Document/P[68],,,,,,11.25,,,,,,,,,,,False,en,"To request an LPOA, the servicer must follow the procedures in Requesting a Limited Power of Attorney in (<>)F-1-10, Obtaining and Executing Legal Documents. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,13.875,,
400,"[42.52400207519531, 532.7890014648438, 552.9440002441406, 633.7389984130859]",14.0,//Document/P[69],,,,,,18.0,,,,,,,,,,,False,en,"If the servicer does not have an LPOA to execute documents on Fannie Mae’s behalf, or has a power of attorney that does not authorize it to execute documents for a specific type of transaction, the servicer must send the documents requiring execution in any instance in which Fannie Mae is the owner of record for the mortgage loan by email, when permitted. If, however, an original document must be executed by Fannie Mae, the servicer must send the document by regular or overnight mail. The servicer must follow the procedures in Fannie Mae Contacts for Document Execution Requests in (<>)F-1-10, Obtaining and Executing Legal Documents for instructions in sending documents to Fannie Mae. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
401,"[42.52400207519531, 491.3529968261719, 293.2220001220703, 515.0829925537109]",14.0,//Document/H2[22],,,,,,18.0,,,,,,,,,,,False,en,Correcting Conveyances to Fannie Mae ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
402,"[42.52400207519531, 376.3890075683594, 550.9440002441406, 477.33900451660156]",14.0,//Document/P[70],,,,,,11.25,,,,,,,,,,,False,en,"The servicer must execute a quitclaim deed for properties that have been conveyed in error to Fannie Mae. The servicer must follow all procedures in (<>)F-1-10, Obtaining and Executing Legal Documents when preparing the reconveyance quitclaim deed. A quitclaim deed is an instrument of conveyance of real property that passes whatever title, claim, or interest that the grantor has in the property, but does not make any representations as to the validity of such title. A quitclaim deed is not a guarantee that the grantor has clear title to the property; rather it is a relinquishment of the grantor’s rights, if any, in the property. The holder of a quitclaim deed receives only the interest owned by the person conveying the deed. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
403,"[42.52400207519531, 309.1889953613281, 540.8139953613281, 368.1390075683594]",14.0,//Document/P[71],,,,,,18.0,,,,,,,,,,,False,en,"Fannie Mae will execute the quitclaim deed only if the servicer has prepared the document to quitclaim or assign back to the previous grantor or assignor. The servicer must send the request for quitclaim deed execution to Fannie Mae as described in Submitting a Reconveyance Quitclaim Deed in (<>)F-1-10, Obtaining and (<>)Executing Legal Documents. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
404,"[42.52400207519531, 267.7530059814453, 248.98199462890625, 291.4830017089844]",14.0,//Document/H2[23],,,,,,18.0,,,,,,,,,,,False,en,Recent Related Announcements ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
405,"[42.52400207519531, 236.78900146484375, 501.2740020751953, 253.73899841308594]",14.0,//Document/P[72],,,,,,15.875,,,,,,,,,,,False,en,The table below provides references to recently issued Announcements that are related to this topic. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
406,"[53.27400207519531, 167.08900451660156, 457.3840026855469, 218.218994140625]",14.0,//Document/Table[8],['tables/fileoutpart7.xlsx'],"[42.47829999999885, 156.23799999999756, 553.0569999999716, 227.75499999999738]",2.0,2.0,Block,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"[132.44400024414062, 202.31900024414062, 216.70399475097656, 218.218994140625]",14.0,//Document/Table[8]/TR/TH,,"[42.47829999999885, 193.3159999999989, 304.30799999999, 227.75499999999738]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.875, 0.375, 0, 0.375]",0.0,34.5,Center,0.0,261.875,,,,,,,,,,,,,,,,,
408,"[132.44400024414062, 202.31900024414062, 216.70399475097656, 218.218994140625]",14.0,//Document/Table[8]/TR/TH/P,,,,,,,,,,,,,,,,,False,en,Announcements ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
409,"[401.24400329589844, 202.31900024414062, 457.3840026855469, 218.218994140625]",14.0,//Document/Table[8]/TR/TH[2],,"[303.4679999999935, 193.3159999999989, 553.8969999999972, 227.75499999999738]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.875]",1.0,34.5,Center,0.0,250.25,,,,,,,,,,,,,,,,,
410,"[401.24400329589844, 202.31900024414062, 457.3840026855469, 218.218994140625]",14.0,//Document/Table[8]/TR/TH[2]/P,,,,,,,,,,,,,,,,,False,en,Issue Date ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,
411,"[53.27400207519531, 167.08900451660156, 186.06399536132812, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD,,"[42.47829999999885, 156.23799999999756, 304.30799999999, 194.1559999999954]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'None', 'Solid']","[0.375, 0, 0, 0.375]",0.0,37.875,Start,1.0,261.875,,,,,,,,,,,,,,,,,
412,"[53.27400207519531, 167.08900451660156, 186.06399536132812, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD/P/Reference,,,,,,,,,,,,,,,,,False,en,(<https://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2020-04-servicing-guide-update>)Announcement SVC-2020-04 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
413,"[314.1239929199219, 167.08900451660156, 403.54400634765625, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD[2],,"[303.4679999999935, 156.23799999999756, 553.8969999999972, 194.1559999999954]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.875]",1.0,37.875,Start,1.0,250.25,,,,,,,,,,,,,,,,,
414,"[314.1239929199219, 167.08900451660156, 403.54400634765625, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"September 9, 2020 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
415,"[42.52400207519531, 732.3350067138672, 537.7239990234375, 783.4550018310547]",15.0,//Document/H1[8],,,,,,18.0,,,,,,,,,,,False,en,"A2-1-05, Note Holder Status for Legal Proceedings Conducted in the Servicer’s Name (06/21/2017) ",16.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,24.0,,
416,"[42.52400207519531, 669.9530029296875, 122.56199645996094, 693.6829986572266]",15.0,//Document/H2[24],,,,,,9.625,,,,,,,,,,,False,en,Introduction ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
417,"[42.52400207519531, 650.1889953613281, 193.343994140625, 667.1390075683594]",15.0,//Document/P[73],,,,,,18.0,,,,,,,,,,,False,en,This topic contains the following: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,
418,"[63.17399597167969, 633.8869934082031, 67.27400207519531, 637.9869995117188]",15.0,//Document/L[27]/LI/Lbl/Figure,,"[63.47739999999976, 634.05799999999, 67.19729999999981, 637.7779999999912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,"[72.52400207519531, 627.8890075683594, 117.38400268554688, 644.8390045166016]",15.0,//Document/L[27]/LI/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Overview ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
420,"[63.17399597167969, 619.8869934082031, 67.27400207519531, 623.9869995117188]",15.0,//Document/L[27]/LI[2]/Lbl/Figure,,"[63.47739999999976, 620.0189999999711, 67.19729999999981, 623.7389999999723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,"[72.52400207519531, 613.8890075683594, 247.37399291992188, 630.8390045166016]",15.0,//Document/L[27]/LI[2]/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Temporary Possession by the Servicer ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
422,"[63.17399597167969, 605.8869934082031, 67.27400207519531, 609.9869995117188]",15.0,//Document/L[27]/LI[3]/Lbl/Figure,,"[63.47739999999976, 605.9799999999814, 67.19729999999981, 609.6989999999932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,"[72.52400207519531, 599.8890075683594, 288.04400634765625, 616.8390045166016]",15.0,//Document/L[27]/LI[3]/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Physical Possession of the Note by the Servicer ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
424,"[63.17399597167969, 591.8869934082031, 67.27400207519531, 595.9869995117188]",15.0,//Document/L[27]/LI[4]/Lbl/Figure,,"[63.47739999999976, 592.0599999999977, 67.19729999999981, 595.7799999999988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,"[72.52400207519531, 585.8890075683594, 249.61399841308594, 602.8390045166016]",15.0,//Document/L[27]/LI[4]/LBody/Reference,,,,,,,,,,,,,,,,,False,,(<>)Reversion of Possession to Fannie Mae ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,
426,"[42.52400207519531, 531.3529968261719, 105.3280029296875, 555.0829925537109]",15.0,//Document/H2[25],,,,,,18.0,,,,,,,,,,,False,en,Overview ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
427,"[42.52400207519531, 458.3890075683594, 544.4440002441406, 517.3390045166016]",15.0,//Document/P[74],,,,,,18.0,,,,,,,,,,,False,en,"Fannie Mae is at all times the owner of the mortgage note, whether the mortgage loan is in Fannie Mae’s portfolio or part of the MBS pool. In addition, Fannie Mae at all times has possession of and is the holder of the mortgage note, whether Fannie Mae has direct possession of the note or a custodian has custody of the note, except in the limited circumstances expressly described in this topic. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
428,"[42.52400207519531, 416.9530029296875, 287.3139953613281, 440.68299865722656]",15.0,//Document/H2[26],,,,,,18.0,,,,,,,,,,,False,en,Temporary Possession by the Servicer ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
429,"[42.52400207519531, 343.98899841308594, 526.1540069580078, 402.9389953613281]",15.0,//Document/P[75],,,,,,11.25,,,,,,,,,,,False,en,"In order to ensure that a servicer is able to perform the services and duties incident to the servicing of the mortgage loan, Fannie Mae temporarily gives the servicer possession of the mortgage note whenever the servicer, acting in its own name, represents the interests of Fannie Mae in foreclosure actions, bankruptcy cases, probate proceedings, or other legal proceedings. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,Justify,
430,"[42.52400207519531, 290.78900146484375, 553.9640045166016, 335.73899841308594]",15.0,//Document/P[76],,,,,,11.25,,,,,,,,,,,False,en,"This temporary transfer of possession occurs automatically and immediately upon the commencement of the servicer’s representation, in its name, of Fannie Mae’s interests in the foreclosure, bankruptcy, probate, or other legal proceeding. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
431,"[42.52400207519531, 223.58900451660156, 550.0740051269531, 282.53900146484375]",15.0,//Document/P[77],,,,,,11.25,,,,,,,,,,,False,en,"When Fannie Mae transfers possession, if the note is held by a document custodian on Fannie Mae’s behalf, the custodian has possession of the note on behalf of the servicer so that the servicer has constructive possession of the note and the servicer shall be the holder of the note and is authorized and entitled to enforce the note in the name of the servicer for Fannie Mae’s benefit. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
432,"[42.52400207519531, 156.38900756835938, 553.7039947509766, 215.33900451660156]",15.0,//Document/P[78],,,,,,18.0,,,,,,,,,,,False,en,"If the servicer determines based on state law that it needs to be the holder of an eNote prior to representing the interests of Fannie Mae in a foreclosure, bankruptcy, or other legal proceeding, the servicer must follow the procedures in Foreclosure, Bankruptcy and Other Legal Proceedings in (<>)F-1-26, Servicing eMortgages to request a transfer in control and location from Fannie Mae. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
433,"[42.52400207519531, 114.9530029296875, 344.2519989013672, 138.68299865722656]",15.0,//Document/H2[27],,,,,,18.0,,,,,,,,,,,False,en,Physical Possession of the Note by the Servicer ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
434,"[42.52400207519531, 724.1889953613281, 529.6739959716797, 783.1390075683594]",16.0,//Document/P[79],,,,,,11.125,,,,,,,,,,,False,en,"In most cases, the servicer will have a copy of the mortgage note. If the servicer determines that it needs physical possession of the original mortgage note to represent the interests of Fannie Mae in a foreclosure, bankruptcy, probate, or other legal proceeding, the servicer may obtain physical possession of the original mortgage note by submitting a request directly to the document custodian. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
435,"[42.52400207519531, 670.9889984130859, 531.3240051269531, 715.9389953613281]",16.0,//Document/P[80],,,,,,11.25,,,,,,,,,,,False,en,"If Fannie Mae possesses the original note through a third-party document custodian that has custody of the note, the servicer must submit a Request for Release/Return of Documents ((<https://singlefamily.fanniemae.com/media/document/pdf/form-2009>)Form 2009) to Fannie Mae’s custodian to obtain the note and any other custodial documents that are needed. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
436,"[42.52400207519531, 631.7890014648438, 534.5639953613281, 662.7389984130859]",16.0,//Document/P[81],,,,,,18.0,,,,,,,,,,,False,en,"In either case, the servicer must specify whether the original note is required or whether the request is for a copy. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,13.875,,
437,"[42.52400207519531, 578.5890045166016, 550.0639953613281, 623.5390014648438]",16.0,//Document/P[82],,,,,,18.0,,,,,,,,,,,False,en,"For eMortgages, if the eNote is not acceptable in its electronic form for a foreclosure, bankruptcy, or other legal proceeding, the servicer is authorized to use a printed Authoritative Copy of the eNote for the legal proceeding or action. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,Justify,
438,"[42.52400207519531, 537.1529998779297, 290.4499969482422, 560.8829956054688]",16.0,//Document/H2[28],,,,,,18.0,,,,,,,,,,,False,en,Reversion of Possession to Fannie Mae ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,
439,"[42.52400207519531, 450.1889953613281, 551.6940002441406, 523.1390075683594]",16.0,//Document/P[83],,,,,,18.0,,,,,,,,,,,False,en,"At the conclusion of the servicer’s representation of Fannie Mae’s interests in the foreclosure, bankruptcy, probate, or other legal proceeding, or upon the servicer ceasing to service the loan for any reason, possession automatically reverts to Fannie Mae, and Fannie Mae resumes being the holder for itself, just as it was before the foreclosure, bankruptcy, probate, or other legal proceeding. If the servicer has obtained physical possession of the original note, it must be returned to Fannie Mae or the document custodian, as applicable. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,
