pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,Kids,Reference,attributes.TextAlign,attributes.RowSpan
645,"[92.82400512695312, 168.43699645996094, 97.62399291992188, 173.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI/Lbl/Figure,,"[93.47619999999733, 169.0769999999975, 96.95609999999942, 172.67699999999604]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"[92.82400512695312, 148.78900146484375, 531.85400390625, 179.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI,,,,,,8.0,,,,,,,,,,,False,en,"the appointment of a successor or substitute trustee under a deed of trust, in accordance with state law and the deed of trust; ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,13.875,,,,
647,"[92.82400512695312, 134.43699645996094, 97.62399291992188, 139.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[2]/Lbl/Figure,,"[93.47619999999733, 135.11899999999878, 96.95609999999942, 138.5989999999947]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"[102.52400207519531, 128.78900146484375, 386.4739990234375, 145.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,the issuance or cancellation or rescission of notices of default; ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
649,"[92.82400512695312, 128.78900146484375, 386.4739990234375, 145.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[2],,,,,,8.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
650,"[92.82400512695312, 114.43699645996094, 97.62399291992188, 119.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[3]/Lbl/Figure,,"[93.47619999999733, 115.07999999999811, 96.95609999999942, 118.67899999999645]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,"[102.52400207519531, 108.78900146484375, 338.6439971923828, 125.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,the cancellation or rescission of notices of sale; and ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
652,"[92.82400512695312, 108.78900146484375, 338.6439971923828, 125.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[3],,,,,,7.875,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
653,"[92.82400512695312, 94.43699645996094, 97.62399291992188, 99.23699951171875]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[4]/Lbl/Figure,,"[93.47619999999733, 95.04039999999804, 96.95609999999942, 98.64029999999912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,"[102.52400207519531, 88.78900146484375, 529.9940032958984, 105.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,"the issuance of such other documents as may be necessary under the terms of the mortgage, ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
655,"[92.82400512695312, 88.78900146484375, 529.9940032958984, 105.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L/LI[4],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
656,"[92.82400512695312, 88.78900146484375, 531.85400390625, 179.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,"[72.52400207519531, 88.78900146484375, 551.0540008544922, 213.73899841308594]",13.0,//Document/L[25]/LI[5]/LBody,,,,,,,,,,,,,,,,,False,,"completion, termination, cancellation, or rescission of foreclosure relating to a mortgage or deed of trust, including, but not limited to, the following actions: ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
658,"[63.17399597167969, 88.78900146484375, 551.0540008544922, 213.73899841308594]",13.0,//Document/L[25]/LI[5],,,,,,6.125,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,,,,
659,"[102.52400207519531, 738.1889953613281, 554.7940063476562, 783.1390075683594]",14.0,//Document/P[67],,,,,,18.0,,,,,,,,,,,False,en,"deed of trust, or state law to expeditiously complete said transactions, including, but not limited to, assignments or endorsements of mortgages, deeds of trust, or promissory notes to convey title from Fannie Mae to the Attorney-in-Fact under this LPOA; ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
660,"[63.17399597167969, 684.1889953613281, 545.7140045166016, 735.1390075683594]",14.0,//Document/L[26],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 724.1869964599609, 67.27400207519531, 728.2870025634766], 'Page': 14, 'Path': '//Document/L[26]/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 724.2949999999837, 67.19729999999981, 728.0149999999849]}}, {'Bounds': [72.52400207519531, 718.1889953613281, 502.66400146484375, 735.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/L[26]/LI/LBody', 'Text': 'conveyance of properties to FHA, HUD, the VA, RD, or a state or private mortgage insurer; and ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 718.1889953613281, 502.66400146484375, 735.1390075683594], 'Lang': 'en', 'Page': 14, 'Path': '//Document/L[26]/LI', 'attributes': {'LineHeight': 12, 'SpaceAfter': 6}}, {'Bounds': [63.17399597167969, 704.1869964599609, 67.27400207519531, 708.2870025634766], 'Page': 14, 'Path': '//Document/L[26]/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 704.3759999999893, 67.19729999999981, 708.0949999999721], 'Placement': 'Block'}}, {'Bounds': [63.17399597167969, 684.1889953613281, 545.7140045166016, 715.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Lang': 'en', 'Page': 14, 'Path': '//Document/L[26]/LI[2]', 'Text': 'assignments or endorsements of mortgages, deeds of trust, or promissory notes to FHA, HUD, VA, RD, a state or private mortgage insurer, or MERS. ', 'TextSize': 10.0, 'attributes': {'LineHeight': 14, 'SpaceAfter': 14.25}}]",,,
661,"[63.17399597167969, 724.1869964599609, 67.27400207519531, 728.2870025634766]",14.0,//Document/L[26]/LI/Lbl/Figure,,"[63.47739999999976, 724.2949999999837, 67.19729999999981, 728.0149999999849]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,"[72.52400207519531, 718.1889953613281, 502.66400146484375, 735.1390075683594]",14.0,//Document/L[26]/LI/LBody,,,,,,,,,,,,,,,,,False,,"conveyance of properties to FHA, HUD, the VA, RD, or a state or private mortgage insurer; and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
663,"[63.17399597167969, 718.1889953613281, 502.66400146484375, 735.1390075683594]",14.0,//Document/L[26]/LI,,,,,,6.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
664,"[63.17399597167969, 704.1869964599609, 67.27400207519531, 708.2870025634766]",14.0,//Document/L[26]/LI[2]/Lbl/Figure,,"[63.47739999999976, 704.3759999999893, 67.19729999999981, 708.0949999999721]",,,Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"[63.17399597167969, 684.1889953613281, 545.7140045166016, 715.1390075683594]",14.0,//Document/L[26]/LI[2],,,,,,14.25,,,,,,,,,,,False,en,"assignments or endorsements of mortgages, deeds of trust, or promissory notes to FHA, HUD, VA, RD, a state or private mortgage insurer, or MERS. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
666,"[42.52400207519531, 641.9889984130859, 524.0340270996094, 672.9389953613281]",14.0,//Document/P[68],,,,,,11.25,,,,,,,,,,,,en,,,,,,,,,,,,,13.875,"[{'Bounds': [42.52400207519531, 655.9889984130859, 330.73399353027344, 672.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[68]', 'Text': 'To request an LPOA, the servicer must follow the procedures in ', 'TextSize': 10.0}, {'Bounds': [330.73399353027344, 657.1190032958984, 512.9739837646484, 671.2989959716797], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[68]/Span', 'Text': 'Requesting a Limited Power of Attorney ', 'TextSize': 10.0}, {'Bounds': [512.9739990234375, 655.9889984130859, 524.0340270996094, 672.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[68]', 'Text': 'in ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 641.9889984130859, 269.58399963378906, 658.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[68]/Reference', 'Text': 'F-1-10, Obtaining and Executing Legal Documents', 'TextSize': 10.0}, {'Bounds': [269.58399963378906, 641.9889984130859, 274.9440002441406, 658.9389953613281], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[68]', 'Text': '. ', 'TextSize': 10.0}]",,,
667,"[42.52400207519531, 655.9889984130859, 330.73399353027344, 672.9389953613281]",14.0,//Document/P[68],,,,,,,,,,,,,,,,,False,,"To request an LPOA, the servicer must follow the procedures in ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
668,"[330.73399353027344, 657.1190032958984, 512.9739837646484, 671.2989959716797]",14.0,//Document/P[68]/Span,,,,,,,,,,,,,,,,,False,,Requesting a Limited Power of Attorney ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
669,"[512.9739990234375, 655.9889984130859, 524.0340270996094, 672.9389953613281]",14.0,//Document/P[68],,,,,,,,,,,,,,,,,False,,in ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
670,"[42.52400207519531, 641.9889984130859, 269.58399963378906, 658.9389953613281]",14.0,//Document/P[68]/Reference,,,,,,,,,,,,,,,,,False,,"F-1-10, Obtaining and Executing Legal Documents",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
671,"[269.58399963378906, 641.9889984130859, 274.9440002441406, 658.9389953613281]",14.0,//Document/P[68],,,,,,,,,,,,,,,,,False,,. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
672,"[42.52400207519531, 532.7890014648438, 552.9440002441406, 633.7389984130859]",14.0,//Document/P[69],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 546.7890014648438, 552.9440002441406, 633.7389984130859], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[69]', 'Text': 'If the servicer does not have an LPOA to execute documents on Fannie Mae’s behalf, or has a power of attorney that does not authorize it to execute documents for a specific type of transaction, the servicer must send the documents requiring execution in any instance in which Fannie Mae is the owner of record for the mortgage loan by email, when permitted. If, however, an original document must be executed by Fannie Mae, the servicer must send the document by regular or overnight mail. The servicer must follow the procedures in Fannie Mae Contacts for Document Execution Requests in ', 'TextSize': 10.0}, {'Bounds': [252.61399841308594, 546.7890014648438, 482.1739959716797, 563.7389984130859], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[69]/Reference', 'Text': 'F-1-10, Obtaining and Executing Legal Documents ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 532.7890014648438, 552.9440002441406, 563.7389984130859], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[69]', 'Text': 'for instructions in sending documents to Fannie Mae. ', 'TextSize': 10.0}]",,,
673,"[42.52400207519531, 546.7890014648438, 552.9440002441406, 633.7389984130859]",14.0,//Document/P[69],,,,,,,,,,,,,,,,,False,,"If the servicer does not have an LPOA to execute documents on Fannie Mae’s behalf, or has a power of attorney that does not authorize it to execute documents for a specific type of transaction, the servicer must send the documents requiring execution in any instance in which Fannie Mae is the owner of record for the mortgage loan by email, when permitted. If, however, an original document must be executed by Fannie Mae, the servicer must send the document by regular or overnight mail. The servicer must follow the procedures in Fannie Mae Contacts for Document Execution Requests in ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
674,"[252.61399841308594, 546.7890014648438, 482.1739959716797, 563.7389984130859]",14.0,//Document/P[69]/Reference,,,,,,,,,,,,,,,,,False,,"F-1-10, Obtaining and Executing Legal Documents ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
675,"[42.52400207519531, 532.7890014648438, 552.9440002441406, 563.7389984130859]",14.0,//Document/P[69],,,,,,,,,,,,,,,,,False,,for instructions in sending documents to Fannie Mae. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
676,"[42.52400207519531, 491.3529968261719, 293.2220001220703, 515.0829925537109]",14.0,//Document/H2[22],,,,,,18.0,,,,,,,,,,,False,en,Correcting Conveyances to Fannie Mae ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
677,"[42.52400207519531, 376.3890075683594, 550.9440002441406, 477.33900451660156]",14.0,//Document/P[70],,,,,,11.25,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 446.3890075683594, 550.4340057373047, 477.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[70]', 'Text': 'The servicer must execute a quitclaim deed for properties that have been conveyed in error to Fannie Mae. The servicer must follow all procedures in ', 'TextSize': 10.0}, {'Bounds': [214.2740020751953, 446.3890075683594, 443.83399963378906, 463.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[70]/Reference', 'Text': 'F-1-10, Obtaining and Executing Legal Documents ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 376.3890075683594, 550.9440002441406, 463.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[70]', 'Text': 'when preparing the reconveyance quitclaim deed. A quitclaim deed is an instrument of conveyance of real property that passes whatever title, claim, or interest that the grantor has in the property, but does not make any representations as to the validity of such title. A quitclaim deed is not a guarantee that the grantor has clear title to the property; rather it is a relinquishment of the grantor’s rights, if any, in the property. The holder of a quitclaim deed receives only the interest owned by the person conveying the deed. ', 'TextSize': 10.0}]",,,
678,"[42.52400207519531, 446.3890075683594, 550.4340057373047, 477.33900451660156]",14.0,//Document/P[70],,,,,,,,,,,,,,,,,False,,The servicer must execute a quitclaim deed for properties that have been conveyed in error to Fannie Mae. The servicer must follow all procedures in ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
679,"[214.2740020751953, 446.3890075683594, 443.83399963378906, 463.33900451660156]",14.0,//Document/P[70]/Reference,,,,,,,,,,,,,,,,,False,,"F-1-10, Obtaining and Executing Legal Documents ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
680,"[42.52400207519531, 376.3890075683594, 550.9440002441406, 463.33900451660156]",14.0,//Document/P[70],,,,,,,,,,,,,,,,,False,,"when preparing the reconveyance quitclaim deed. A quitclaim deed is an instrument of conveyance of real property that passes whatever title, claim, or interest that the grantor has in the property, but does not make any representations as to the validity of such title. A quitclaim deed is not a guarantee that the grantor has clear title to the property; rather it is a relinquishment of the grantor’s rights, if any, in the property. The holder of a quitclaim deed receives only the interest owned by the person conveying the deed. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
681,"[42.52400207519531, 309.1889953613281, 540.8139953613281, 368.1390075683594]",14.0,//Document/P[71],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 323.1889953613281, 524.9539947509766, 368.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[71]', 'Text': 'Fannie Mae will execute the quitclaim deed only if the servicer has prepared the document to quitclaim or assign back to the previous grantor or assignor. The servicer must send the request for quitclaim deed execution to Fannie Mae as described in ', 'TextSize': 10.0}, {'Bounds': [227.24400329589844, 324.3190002441406, 426.1139373779297, 338.4989929199219], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[71]/Span', 'Text': 'Submitting a Reconveyance Quitclaim Deed', 'TextSize': 10.0}, {'Bounds': [426.11399841308594, 323.1889953613281, 440.0339813232422, 340.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[71]', 'Text': ' in ', 'TextSize': 10.0}, {'Bounds': [440.03399658203125, 323.1889953613281, 540.8139953613281, 340.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[71]/Reference', 'Text': 'F-1-10, Obtaining and ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 309.1889953613281, 168.44400024414062, 326.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[71]/Reference[2]', 'Text': 'Executing Legal Documents', 'TextSize': 10.0}, {'Bounds': [168.44400024414062, 309.1889953613281, 173.8040008544922, 326.1390075683594], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 14, 'Path': '//Document/P[71]', 'Text': '. ', 'TextSize': 10.0}]",,,
682,"[42.52400207519531, 323.1889953613281, 524.9539947509766, 368.1390075683594]",14.0,//Document/P[71],,,,,,,,,,,,,,,,,False,,Fannie Mae will execute the quitclaim deed only if the servicer has prepared the document to quitclaim or assign back to the previous grantor or assignor. The servicer must send the request for quitclaim deed execution to Fannie Mae as described in ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
683,"[227.24400329589844, 324.3190002441406, 426.1139373779297, 338.4989929199219]",14.0,//Document/P[71]/Span,,,,,,,,,,,,,,,,,False,,Submitting a Reconveyance Quitclaim Deed,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
684,"[426.11399841308594, 323.1889953613281, 440.0339813232422, 340.1390075683594]",14.0,//Document/P[71],,,,,,,,,,,,,,,,,False,, in ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
685,"[440.03399658203125, 323.1889953613281, 540.8139953613281, 340.1390075683594]",14.0,//Document/P[71]/Reference,,,,,,,,,,,,,,,,,False,,"F-1-10, Obtaining and ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
686,"[42.52400207519531, 309.1889953613281, 168.44400024414062, 326.1390075683594]",14.0,//Document/P[71]/Reference[2],,,,,,,,,,,,,,,,,False,,Executing Legal Documents,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
687,"[168.44400024414062, 309.1889953613281, 173.8040008544922, 326.1390075683594]",14.0,//Document/P[71],,,,,,,,,,,,,,,,,False,,. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
688,"[42.52400207519531, 267.7530059814453, 248.98199462890625, 291.4830017089844]",14.0,//Document/H2[23],,,,,,18.0,,,,,,,,,,,False,en,Recent Related Announcements ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
689,"[42.52400207519531, 236.78900146484375, 501.2740020751953, 253.73899841308594]",14.0,//Document/P[72],,,,,,15.875,,,,,,,,,,,False,en,The table below provides references to recently issued Announcements that are related to this topic. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
690,"[53.27400207519531, 167.08900451660156, 457.3840026855469, 218.218994140625]",14.0,//Document/Table[8],['tables/fileoutpart7.xlsx'],"[42.47829999999885, 156.23799999999756, 553.0569999999716, 227.75499999999738]",2.0,2.0,Block,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
